domain,item,response_id,response,human_1,human_2,human_3,human_avg
Math,17,525,"Any measurements of angles that add up to 360 degrees, which is the sum of angle measurements in a triangle.",0,0,0,0
Math,17,526,"I don't think that can be false, if an angle is bisected then that has to also bisect the third size of the triangle, right?",0,0,0,0
Math,17,527,any triangle where all the sides are different lengths,0,0,0,0
Math,17,528,45-45-90 degrees,0,0,0,0
Math,17,529,This would work for any triangle.,0,0,0,0
Math,17,530,"A triangle with angles 70, 70, 70",0,0,0,0
Math,17,531,"A triangle with lengths 2, 3, and 6",0,0,0,0
Math,17,532,Two angles 45 degrees and 45 degrees,0,0,0,0
Math,17,533,an equilateral triangle because the angle bisector would bisect the third side,0,0,0,0
Math,17,534,"3, 4, 5",0,1,0,0
Math,17,535,"A triangle where the lengths of the sides were 3, 4, and 5 because that would make the statement false",0,0,1,0
Math,17,536,a triangle with two 50 degree angles and one 90 degree angle because then the angle bisector wouldn't pass through the midpoint of the side opposite one of the 50 degree angles,0,0,0,0
Math,17,537,"45, 45, and 90 because the angle bisector doesn't go through the centroid, so it can't bisect the third side.",0,0,0,0
Math,17,538,"This is false for an equilateral triangle with 60 angles because all angle bisectors are the same length, so they can't bisect different sides.",0,0,0,0
Math,17,539,An equilateral triangle.,0,0,0,0
Math,17,540,Any triangle has this property.,0,0,0,0
Math,17,541,"Consider a triangle with side lengths 5 cm, 6 cm, and 7 cm.

In this triangle, the angle bisector from the angle opposite the 7 cm side does not bisect that side. According to the Angle Bisector Theorem, the angle bisector divides the opposite side into segments proportional to the adjacent sides. Therefore, the 7 cm side is divided into two segments that are not equal in length.",1,1,1,1
Math,17,542,"A triangle with angles of 40, 50, and 90, where the angle bisector of the 90 angle does not bisect the opposite side.",1,1,1,1
Math,17,543,"Sides: 7 cm, 9 cm, and 12 cm  
Because the bisector between the short sides doesn't cut the 12 cm side in half.",1,1,1,1
Math,17,544,"An angle bisector will not bisect the opposite side in a triangle with angles of 30 degrees, 70 degrees, and 80 degrees (a triangle that is not equilateral).",0,1,1,1
Math,17,545,"Any triangle with sides measuring 8 cm, 15 cm, and 17 cm, which form a right-angled triangle. The angle bisector of the right angle does not bisect the hypotenuse, so it does not split it into two equal lengths.",1,1,1,1
Math,17,546,"I think in a triangle with sides 5 cm, 5 cm, and 8 cm, the angle bisector from one of the base angles (the ones opposite the 5 cm sides) doesn't bisect the opposite side, which is one of the equal sides.",1,1,0,1
Math,17,547,"any triangle with angles of 45 degrees, 55 degrees, and 80 degrees where the angle bisector of the 80-degree angle doesn't bisect the opposite side",1,1,1,1
Math,17,548,6-7-9 cm,1,0,0,0
Math,17,549,"In a triangle with sides 3 cm, 4 cm, and 6 cm, the angle bisector from the angle opposite the 6 cm side does not bisect the opposite side.",1,1,1,1
Math,17,550,"A triangle with angles 20, 80, 80, where the angle bisector from one of the 80-degree angles does not bisect the opposite side.",1,1,1,1
Math,17,551,"A triangle with sides 10 cm, 10 cm, and 12 cm, where the angle bisector from one of the base angles does not bisect the opposite side.",0,1,1,1
Math,17,552,"Sides 9 cm, 12 cm, and 15 cm; angle bisector of right angle doesn't bisect hypotenuse",1,1,1,1
Math,17,553,"a triangle with angles of 35, 65, and 80, because the angle bisector of the 80 angle does not bisect the opposite side",1,1,1,1
Math,17,554,"7, 24, 25",0,0,1,0
Math,17,555,"A triangle with sides 6 cm, 6 cm, and 10 cm because the angle bisector from one of the base angles does not bisect the opposite side",0,1,0,0
Math,17,556,"a triangle with angles measuring 60 degrees, 70 degrees, and 50 degrees because then the angle bisector of the 70-degree angle wouldn't pass through the midpoint of the side opposite it",1,1,1,1
Math,17,557,"13 cm, 14 cm, and 15 cm because the angle bisector doesn't bisect the opposite side.",1,1,0,1
Math,17,558,"This is true for an isosceles triangle with sides 8 cm, 8 cm, and 5 cm because the angle bisector from one of the base angles does not bisect the opposite side.",0,1,1,1
Math,17,559,"A triangle with angles 25, 75, and 80, where the angle bisector of the 80 angle does not bisect the opposite side.",1,1,1,1
Math,17,560,"Any triangle with sides 11 cm, 13 cm, and 17 cm has an angle bisector from the angle opposite the 17 cm side that does not bisect that side.",1,1,1,1
Math,18,601,The profit from selling a robot goes up as the price increases at first. Then the price gets too high and the profit goes back down until it reaches $0 of profit.,0,0,0,0
Math,18,602,"Lynelle throws a basketball into the air. It reaches a maximum height of 9 meters above the ground after one second and hits the ground after 5 seconds. (1,9) is the vertex and (5,0) is an x-intercept.",0,0,0,0
Math,18,603,"The equation models the amount of money in Byjon's bank account. It has the points (9, 0) and (10, -55) on it.",0,0,0,0
Math,18,604,"This equation represents a parabola, so maybe it can represent a swing on a swing set and how it swings back and forth. When the swing swings forward, it's maximum heigh is represented by (x + 1), and when it swings back, its max heigh is represented by (x - 9).",0,0,0,0
Math,18,605,This equation is a parabola that has a vertex and that faces down. I think it could represent launching a rocket into outer space becuase the rocket has to take off and if it doesn't have enough momentum it will fall back to earth.,0,0,0,0
Math,18,606,"A company makes money selling books. x is the time in months since they started selling books and y is their profit in dollars. The business did really well at first but then had some problems. At the 9 month mark they broke even, and things got worse after that.",0,0,0,0
Math,18,607,"The equation describes how high a rocket will fly when launched in the air. Since it's a rocket, we can use this equation to figure out where it flies. The rocket will hit zero at x = -1 and x = 9, those are important points I think.",0,0,0,0
Math,18,608,"The equation describes how fast a car will go when the driver presses the accelerator. y is speed, x is time.",0,0,0,0
Math,18,609,"y is the height of a basketball when I throw it up with a certain force. When x is -1, y is 0 because it has negative force. The highest point is when x is 4.",1,0,0,0
Math,18,610,"A store sells ice cream cones. When it's really cold like -1 degrees they don't sell any, and when it's pretty warm like 9 degrees they also don't sell any. They sell the most when it's sort of cold, like 4 degrees outside.",1,0,1,1
Math,18,611,"This could be a situation where you are looking at the distance that something travels over time, where it speeds up and then slows down.",0,0,0,0
Math,18,612,"To graph the equation, simplify to y = -5(x - 4)^2 + 125. This creates a parabola with a maximum y value of 125.",0,0,0,0
Math,18,613,"A ball is thrown upward 5 feet in the air. The x is the time and y is the height. When x is 1 and 9 the ball hits the ground, and the highest point is in the middle.",0,0,0,0
Math,18,614,"The height of a rollercoaster is -5(x+1)(x-9), where x is time. The vertex is at 4 seconds, which is at 20 feet and that's the scariest part because you're gonna go downhill super fast.",0,0,0,0
Math,18,615,"Five rocks are thrown up at the same time. The parabola shows how many are still in the air after x seconds, with all rocks landing at x=1 and x=9.",0,0,0,0
Math,18,616,"The equation represents the height of a ball if you throw it at different points, x = 1 or x = -9.",0,0,0,0
Math,18,617,The equation represents the distance between two cars when one car travels at speed =1 and the other travels at speed =9,0,0,0,0
Math,18,618,"This is a parabola that opens up. The X intercepts are -1 and 9. Halfway between the intercepts would be the vertex, so it would be at x=4.  If we imagine a waterslide that goes down and then back up, the x could be the time and y could be the height of the rider. You can't really start at negative time, but you would eventually slide up about as high as where you started. So you would be at the bottom at 4 seconds and back to the highest point at 9 seconds.",0,0,0,0
Math,18,619,"If you multiply it out you get -5x -5 -5x +9. This becomes y = -10x + 4. That's a linear equation so there isn't any vertex. But the Y intercept is 4, and it is negative. Maybe we could use this to say John starts with 4 dollars and wants to buy pizzas that cost $10. John can only buy part of a pizza before he runs out of money.",0,0,0,0
Math,18,620,This is a quadratic equation. The X intercepts are -1 and 9. The Y intercept is 45. The quadratic term is -5^2 so we know it opens down. This could be used to model the height of something being thrown in the air. It starts fast and slows down until it comes back down.,0,1,0,0
Math,18,621,"A student throws a ball straight up from a platform. In this situation, \( x \) is the time in seconds, and \( y \) is the height in meters above the ground. When \( x = 0 \), the height \( y \) is 45 meters, so the ball starts 45 meters above the ground. The ball goes up and reaches its highest point of 125 meters after 4 seconds. Then it comes back down and hits the ground after 9 seconds.",1,1,1,1
Math,18,622,"Alex throws a javelin into the air. It reaches a maximum height of 125 meters after 4 seconds and lands on the ground after 9 seconds. (4,125) is the vertex, and (9,0) is an x-intercept. The height at the moment of release is 45 meters, which is the y-intercept. Here, \( x \) represents time in seconds, and \( y \) represents height in meters.",1,1,1,1
Math,18,623,"The equation models the height of a rocket after x seconds. x represents time in seconds, and y represents height in meters. The rocket starts at (0, 45). It reaches its maximum height at (4, 125). It lands at (9, 0).",1,1,1,1
Math,18,624,"Maybe this equation represents a diver jumping off a cliff into the sea. The height \( y \) in meters of the diver after \( x \) seconds is given by \( y = -5(x + 1)(x - 9) \). So \( x \) is time in seconds, and \( y \) is height in meters. The factors \( (x + 1) \) and \( (x - 9) \) might show when the diver is at sea level, like at \( x = -1 \) and \( x = 9 \) seconds. Since negative time doesn't make sense, the diver enters the water at \( x = 9 \) seconds, which is the positive \( x \)-intercept. The diver starts at \( y = 45 \) meters when \( x = 0 \), which is the \( y \)-intercept. He reaches the highest point at \( y = 125 \) meters when \( x = 4 \) seconds, which is the vertex.",1,1,1,1
Math,18,625,"This equation is a parabola that opens downward. I think it could represent a basketball player making a high arcing shot. In this case, \( x \) is time in seconds, and \( y \) is the height in feet of the basketball after it's thrown. The ball leaves the player's hand at a height of 45 feet when \( x = 0 \), which is the y-intercept. It reaches its maximum height of 125 feet at \( x = 4 \) seconds, which is the vertex. The ball would hit the ground at \( x = 9 \) seconds, the positive x-intercept, but actually it goes through the hoop before that.",1,1,1,1
Math,18,626,"A fireworks shell is launched into the sky. x is the time in seconds since it was launched, and y is its height in meters. It starts at a height of 45 meters when x is 0. The shell goes up and reaches its highest point of 125 meters at 4 seconds. Then it explodes, and the pieces fall back down, reaching the ground at 9 seconds.",1,1,1,1
Math,18,627,"The equation shows how high a model rocket flies after we launch it. In this equation, \( x \) is time in seconds, and \( y \) is height in meters. The rocket starts at \( y = 45 \) meters when \( x = 0 \), which is the y-intercept. It reaches its highest point of 125 meters at \( x = 4 \) seconds, that's the vertex. Then it comes back down and lands on the ground at \( x = 9 \) seconds, which is one of the x-intercepts.",1,1,1,1
Math,18,628,"The equation describes the height of a water fountain's jet over time. y is height, x is time. The fountain starts at 45 meters when x = 0. The water reaches a maximum height of 125 meters at x = 4 seconds. The water returns to the pool at x = 9 seconds.",1,1,1,1
Math,18,629,"y is the height in meters of an amusement park ride that launches me into the air. x is the time in seconds after the launch. The equation is y = -5(x + 1)(x - 9). When x is -1, y is 0, so the ride is at ground level before the launch. At x = 0, y is 45 meters, so the ride starts at 45 meters high. The highest point is at x = 4 seconds, where y is 125 meters. I come back down to the ground at x = 9 seconds.",1,1,1,1
Math,18,630,"A stunt performer jumps a motorcycle off a ramp. The height \( y \) in meters of the motorcycle \( x \) seconds after the jump is given by \( y = -5(x + 1)(x - 9) \). Here, \( x \) is time in seconds, and \( y \) is height in meters. When time is \(-1\) seconds, the motorcycle is on the ground, and when time is \(9\) seconds, it lands back on the ground. They start at \(45\) meters high when time is \(0\) seconds. They reach the highest point, \(125\) meters, at \(4\) seconds.",1,1,1,1
Math,18,631,"This could be a situation where a ball is kicked into the air from a platform, and we're looking at its height over time. The equation \( y = -5(x + 1)(x - 9) \) models the height \( y \) in meters of the ball \( x \) seconds after being kicked. Here, \( x \) represents time in seconds, and \( y \) represents height in meters. The ball starts at a height of 45 meters when \( x = 0 \), which is the y-intercept. It reaches its highest point of 125 meters at \( x = 4 \) seconds, which is the vertex. The ball lands back on the ground at \( x = 9 \) seconds, which is the positive x-intercept.",1,1,1,1
Math,18,632,"To analyze the balloon's flight, we use the equation \( y = -5(x + 1)(x - 9) \), where \( x \) represents time in minutes and \( y \) represents height in meters. The y-intercept is at \( (0, 45) \), indicating the balloon starts at 45 meters when \( x = 0 \). The vertex is at \( (4, 125) \), showing the maximum height of 125 meters at \( x = 4 \) minutes. The balloon lands back on the ground at the positive x-intercept \( x = 9 \), where \( y = 0 \).",1,1,1,1
Math,18,633,"A festival has attendance modeled by y = -5(x + 1)(x - 9). The x is the number of hours after it opens, and y is the number of people in hundreds. When x is 0, there are 45 hundred people attending. The highest attendance is at x = 4 hours. When x is 9, the attendance drops to zero.",1,1,1,1
Math,18,634,"A company's profit \( y \) (in thousands of dollars) is given by \( y = -5(x + 1)(x - 9) \), where \( x \) is time in months. At the beginning (\( x = 0 \)), they make \$45,000—that's the y-intercept. The profit climbs and hits a peak of \$125,000 at 4 months—that's the best part! But then it starts dropping and hits zero at 9 months, which is the positive x-intercept.",1,1,1,1
Math,18,635,"An insect population is modeled over time. The equation \( y = -5(x + 1)(x - 9) \) shows the number of insects \( y \) (in thousands) after \( x \) weeks. At \( x = 0 \) weeks, there are 45,000 insects, which is the y-intercept. The population reaches a maximum of 125,000 insects at \( x = 4 \) weeks, the vertex. Then, the population decreases to zero at \( x = 9 \) weeks, the positive x-intercept.",1,1,1,1
Math,18,636,"The equation y = -5(x + 1)(x - 9) shows the height y in meters of a stone when you throw it upward from a bridge. Here, x is the time in seconds after you throw it, and y is how high the stone is above the water. For example, when x = 0, the stone is at y = 45 meters, which is the height of the bridge (the y-intercept). It reaches its highest point at y = 125 meters when x = 4 seconds (the vertex). The stone hits the water at x = 9 seconds, which is the positive x-intercept.",1,1,1,1
Math,18,637,"The equation represents the height \( y \) of a roller coaster car after \( x \) seconds, where \( y = -5(x + 1)(x - 9) \), \( x \) is time in seconds, and \( y \) is height in meters; the car starts at \( y = 45 \) meters when \( x = 0 \) seconds, reaches a maximum height of \( y = 125 \) meters at \( x = 4 \) seconds, and reaches the bottom at \( y = 0 \) meters when \( x = 9 \) seconds.",1,1,1,1
Math,18,638,"This is a parabola that opens downward. The x-intercepts are at x = -1 and x = 9. Halfway between the intercepts is x = 4, which is the vertex. So at x = 4 minutes, the satellite reaches its maximum altitude of 125 kilometers. It starts at x = 0 minutes, where y = 45 kilometers, the y-intercept. Then it comes back down and re-enters the atmosphere at x = 9 minutes, the positive x-intercept.",1,1,1,1
Math,18,639,"If I have the equation \( y = -5(x + 1)(x - 9) \), where \( x \) is time in days and \( y \) is the height of a plant in centimeters. If I multiply it out, I get \( y = -5x^2 - 5x + 45x + 45 \). Simplifying that, it becomes \( y = -5x^2 + 40x + 45 \). 

When \( x = 0 \), plugging it in gives \( y = 45 \), so the plant starts at 45 cm tall—that's the y-intercept. The x-intercepts are at \( x = -1 \) and \( x = 9 \). Since negative time doesn't make sense here, the plant reaches a height of zero at \( x = 9 \) days, meaning it dies then.

To find the maximum height, I look at the vertex of the parabola. The vertex is halfway between the x-intercepts, so at \( x = 4 \) days. Plugging \( x = 4 \) into the equation gives \( y = -5(4 + 1)(4 - 9) = -5(5)(-5) = 125 \) cm. So, the plant grows to a maximum height of 125 cm at day 4. After that, it starts to wilt and shrinks back down to zero by day 9.",1,1,1,1
Math,18,640,"This is a quadratic equation. In this context, \( x \) is time in seconds, and \( y \) is height in meters. The \( x \)-intercepts are \(-1\) and \(9\). The \( y \)-intercept is \(45\). The quadratic term is \(-5x^2\), so it opens downward. This could model the height of a ball dropped from a hot air balloon. The ball starts at \(45\) meters when \( x = 0 \). It rises to a maximum height of \(125\) meters at \( x = 4 \) seconds, due to an upward initial velocity. Then it falls back down and hits the ground at \( x = 9 \) seconds.",1,1,1,1
Math,19,681,Clem gives 0 candies to each person.,0,0,0,0
Math,19,682,"Clem has enough candy for 65 people, because the solution to 0 = 195-3x is 65 = x.",0,0,0,0
Math,19,683,C(0) represents the value of the function if Clem decides that he wants to give each person three pieces of candy.,0,0,0,0
Math,19,684,C(0) = -3x + 195,0,0,0,0
Math,19,685,195 people,0,0,0,0
Math,19,686,195 - 3(0) = 195,0,0,0,0
Math,19,687,There is no candy left.,0,0,0,0
Math,19,688,If you solve 0 = 195 - 3x you find out how many people visit the booth.,0,0,0,0
Math,19,689,c(0) means all of the candy is still in the bag because 0 people visited his booth.,1,0,1,1
Math,19,690,it tells us how many candies are left at the end,0,0,0,0
Math,19,691,if we plug 0 into the equation we get 195,0,0,0,0
Math,19,692,Clem gives out 195 candies for every 3 people who visit his booth.,0,0,0,0
Math,19,693,it tells us what value to use for x to solve the equation,0,0,0,0
Math,19,694,It tells you that the equation is a function,0,0,0,0
Math,19,695,the number of candies in the bag during the carnival,0,0,0,0
Math,19,696,It means that nobody has visited the booth yet,0,1,0,0
Math,19,697,It means he hands out 0 candies.,0,0,0,0
Math,19,698,It means 0 bag of candy.,0,0,0,0
Math,19,699,It means the cost of all candies is 0.,0,0,0,0
Math,19,700,Halloween is canceled.,0,0,0,0
Math,19,701,"Before any people visit Clem's booth, he has 195 candies remaining.",1,1,1,1
Math,19,702,"Clem has all 195 candies before anyone visits his booth, because c(0) = 195 − 3(0) = 195.",1,1,1,1
Math,19,703,"C(0) represents the value of the function when no one has visited Clem's booth yet, indicating that he starts with 195 candies before handing any out.",1,1,1,1
Math,19,704,C(0) = 195,0,0,0,0
Math,19,705,195 candies,0,0,0,0
Math,19,706,195 − 3(0) = 195,0,0,0,0
Math,19,707,"Since no visitors have come (x = 0), Clem has 195 candies (c(x) = 195).",1,1,1,1
Math,19,708,"If you calculate c(0) = 195 - 3(0), you see that Clem begins with 195 candies before giving any away.",1,1,1,1
Math,19,709,c(0) means Clem still has all 195 candies because 0 people have visited his booth.,1,1,1,1
Math,19,710,"when no one has visited (x=0), clem has 195 candies",1,1,1,1
Math,19,711,"if we plug 0 into the equation we get 195, so Clem starts with 195 candies",1,1,1,1
Math,19,712,"Before anyone visits his booth, Clem has 195 candies remaining in the bag.",1,1,1,1
Math,19,713,"it tells us that when x is zero, clem has 195 pieces of candy",1,1,0,1
Math,19,714,"It shows that when zero people have visited the booth, Clem has 195 pieces of candy.",1,1,1,1
Math,19,715,the 195 candies in the bag before any visitors arrive,1,1,1,1
Math,19,716,"It means that when no one has visited the booth yet, Clem has 195 candies remaining.",1,1,1,1
Math,19,717,It means he has 195 candies before any visitors.,1,1,1,1
Math,19,718,"It means 0 visitors, so Clem has 195 candies.",1,1,1,1
Math,19,719,"It means that when no one has visited the booth, Clem has 195 candies.",1,1,1,1
Math,19,720,Halloween is canceled.,0,0,0,0
Math,20,761,Taylor makes bracelets for 50 months m. She starts with 230 bracelets.,0,0,0,0
Math,20,762,Taylor already had 230 bracelets and made 50 more.,0,0,0,0
Math,20,763,Taylor had 50 bracelets in stock and makes 230 more per month. m is the number of months.,0,0,0,0
Math,20,764,50m represents the number of bracelets that Taylor makes in a month. 230 is the amount of bracelets leftover at the end of the month.,0,0,0,0
Math,20,765,M = the number bracelets that she makes in a month. 230 represents the number of bracelets she has at the beginning of the month.,0,0,0,0
Math,20,766,50m + 230 is the total number of bracelets,0,0,0,0
Math,20,767,230 is the number of bracelets she has,0,0,0,0
Math,20,768,Taylor sells 230 bracelets every 50 months.,0,0,0,0
Math,20,769,"m is months, so she works for 50 months, and 230 is number of bracelets, so after 50 months she has 230 bracelets to sell",0,0,0,0
Math,20,770,"she starts out with 230 bracelets, and reaches her goal after 50 months",0,0,0,0
Math,20,771,They show how many bracelets she makes each month,0,0,0,0
Math,20,772,The value is 50m + 230 so after one month she has 280 bracelets,0,1,0,0
Math,20,773,50 is how many bracelets Taylor has now and 230 is how many she needs to have after m months,0,0,0,0
Math,20,774,"If she wants to make 230 bracelets and she can make 50 per month, it will take her 4.6 months to make all of the bracelets",0,0,0,0
Math,20,775,"500m means she makes 500 bracelets per month, and 230 means she started with 230 bracelets.",0,0,0,0
Math,20,776,It means Taylor has 50 months to make bracelets.,0,0,0,0
Math,20,777,It means each bracelet is $50.,0,0,0,0
Math,20,778,"It means she can sell 50m+230 bracelets every month, after m months.",0,0,0,0
Math,20,779,She makes 50 bracelets a month on average.,0,0,0,0
Math,20,780,She sells 50 bracelets to make $230 so 230/50 is the price,0,0,0,0
Math,20,781,Taylor makes 50 bracelets each month. She already has 230 bracelets before she starts making more.,1,1,1,1
Math,20,782,Taylor already has 230 bracelets and makes 50 more each month.,1,1,1,1
Math,20,783,Taylor has 230 bracelets in stock and makes 50 more each month. m is the number of months.,1,1,1,1
Math,20,784,50m represents the number of bracelets that Taylor makes each month. 230 is her starting inventory of bracelets.,1,1,0,1
Math,20,785,50 represents the number of bracelets Taylor makes every month. 230 represents the bracelets she already has before she begins adding more.,1,1,1,1
Math,20,786,"50 is the number of bracelets added each month, and 230 is the starting number of bracelets.",1,1,1,1
Math,20,787,"50 is the number of bracelets she makes each month, and 230 is the number of bracelets she already has.",1,1,1,1
Math,20,788,Taylor has 230 bracelets in stock and makes 50 more each month.,1,1,1,1
Math,20,789,"50 is bracelets per month, so she makes 50 bracelets every month, and 230 is number of bracelets she has before, so before she starts adding more, she has 230 bracelets",1,1,1,1
Math,20,790,"she starts with 230 bracelets, and adds 50 more each month",1,1,1,1
Math,20,791,They show that she makes 50 bracelets each month and starts with 230 bracelets.,1,1,1,1
Math,20,792,The value is 50m + 230 so 50 is the rate of bracelets added each month and 230 is the starting amount,1,1,1,1
Math,20,793,50 is the number of bracelets Taylor makes each month and 230 is the number of bracelets she already has in her inventory.,0,1,1,1
Math,20,794,"If she starts with 230 bracelets and makes 50 more each month, then the 50 represents the number of bracelets she makes monthly, and the 230 is the amount she starts with before making more.",1,1,1,1
Math,20,795,"50m means she adds 50 bracelets to her shop each month, and 230 means she started with 230 bracelets.",1,1,1,1
Math,20,796,It means Taylor starts with 230 bracelets and makes 50 more each month.,1,1,1,1
Math,20,797,"It means Taylor adds 50 bracelets to her shop each month, and she starts with 230 bracelets.",1,1,1,1
Math,20,798,"It means she has 230 bracelets at the beginning, and she makes 50 bracelets each month.",1,1,1,1
Math,20,799,She makes 50 bracelets a month and starts with 230 bracelets.,1,1,1,1
Math,20,800,"She starts with 230 bracelets and adds 50 more each month, so 50 is the number of bracelets she adds monthly, and 230 is her starting stock.",1,1,1,1
