response_id,item,domain,scorer_type,model_size,model_name,rubric_type,"model_size == ""New""",model_rubric,llm_1,llm_2,llm_3,llm_avg,human_1,human_2,human_3,human_avg
246,4,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
422,6,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,0,0,0
755,10,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
286,14,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
129,12,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
664,9,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
320,14,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
464,16,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
450,16,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
379,15,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
266,4,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,1,0,0,0,0,0,0
550,17,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
450,16,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
542,17,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
231,13,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
248,4,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
187,3,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
383,15,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
648,9,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
659,9,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
378,15,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
452,16,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,1,0,0
394,15,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
309,14,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,0,1,1,1
91,2,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
198,3,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
209,13,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
261,4,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,1,1,1,1
407,6,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
798,20,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
432,6,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
719,19,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
266,4,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,0,0,0,0
774,20,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
498,7,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
158,12,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
302,14,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,0,1
761,20,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
29,1,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
526,17,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
107,2,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,1,1,1,0,0,0,0
770,20,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
65,11,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
379,15,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
114,2,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
601,18,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
366,15,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
771,20,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
6,1,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
257,4,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
342,5,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,0,1
12,1,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
701,19,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
21,1,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
706,19,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
419,6,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
652,9,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
474,16,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
712,19,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
12,1,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
437,6,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
101,2,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
390,15,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
438,6,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,1,0,0,0,1,0
692,19,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
149,12,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
82,2,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
53,11,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
346,5,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
752,10,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
436,6,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
450,16,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
483,7,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
347,5,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
168,3,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
160,12,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
489,7,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,1,0,0,0,1,1,1
359,5,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
263,4,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
563,8,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
575,8,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
218,13,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
641,9,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
214,13,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
285,14,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,1,0,0
2,1,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
414,6,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
149,12,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
220,13,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
306,14,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
419,6,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
745,10,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
31,1,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,1,0
709,19,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
515,7,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
455,16,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
354,5,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
342,5,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,1,1,0,1
279,4,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
698,19,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
12,1,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
729,10,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,1,0,0
475,16,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
578,8,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
104,2,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
730,10,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
508,7,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
595,8,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,1,1,1,1
623,18,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
722,10,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,1,0,0,0
505,7,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
685,19,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
695,19,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
223,13,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
115,2,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
313,14,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,0,1,1,1
217,13,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
735,10,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
62,11,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
776,20,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
154,12,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,1,1,1,1,1,1,1,1
625,18,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
9,1,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
597,8,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
344,5,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
799,20,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
162,3,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,0,0,0,0
527,17,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
648,9,ELA,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
686,19,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
548,17,Math,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,1,0,0,0
86,2,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,0,0,0,0,0,0,0,0
487,7,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
271,4,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
283,14,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
610,18,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,0,1,1,0,1,1
285,14,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,1,0,0
628,18,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
142,12,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,1,1,1,1,1,1,1,1
330,5,ELA,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
202,13,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
608,18,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
13,1,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
787,20,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
630,18,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
70,11,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
466,16,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
370,15,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,0,0,0
681,19,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
162,3,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,1,0,0,0,0,0,0
254,4,ELA,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,0,0,0
369,15,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
242,4,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
43,11,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
119,2,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
61,11,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
121,12,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
301,14,Math,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
35,1,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
716,19,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
442,16,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
680,9,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,0,1
493,7,ELA,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,0,0,0,0,0,0,0,0
163,3,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,0,0,0,0,0,0,0,0
26,1,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
277,4,ELA,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
353,5,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
140,12,Math,criteria,New,OpenAI o3,Criteria Only,FALSE,OpenAI o3: Criteria Only,0,0,0,0,0,0,0,0
434,6,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
725,10,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
707,19,Math,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
778,20,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
295,14,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
526,17,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
85,2,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,0,0,0,0,0,0,0,0
291,14,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
743,10,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,1,1,1,0,1,0,0
72,11,Math,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
600,8,ELA,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
317,14,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,1,1,1,1,1,1,1,1
90,2,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,0,0,0,0,0,0,0,0
103,2,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
664,9,ELA,basic,New,OpenAI o3,Empty,FALSE,OpenAI o3: Empty,1,1,1,1,1,1,1,1
226,13,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,1,1,1,1,1,1,1,1
445,16,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
217,13,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,0,0,0,0,0,0,0,0
58,11,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
625,18,Math,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
80,11,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
424,6,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
361,15,Math,criteria,New,Claude 4.0 Sonnet,Criteria Only,FALSE,Claude 4.0 Sonnet: Criteria Only,0,0,0,0,0,0,0,0
320,14,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,1,1,1,1,1,1,1,1
534,17,Math,criteria_examples,New,OpenAI o4 Mini,Full,FALSE,OpenAI o4 Mini: Full,0,0,0,0,0,1,0,0
594,8,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
354,5,ELA,criteria_examples,New,Gemini 2.5 Pro,Full,FALSE,Gemini 2.5 Pro: Full,1,1,1,1,1,1,1,1
506,7,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,0,1,1,1,1,1
792,20,Math,basic,New,Claude 4.0 Sonnet,Empty,FALSE,Claude 4.0 Sonnet: Empty,1,1,1,1,1,1,1,1
372,15,Math,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,0,0,0,0,0,0,0
282,14,Math,criteria,New,Gemini 2.5 Pro,Criteria Only,FALSE,Gemini 2.5 Pro: Criteria Only,0,0,0,0,0,0,0,0
34,1,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,1,1,1,1,1,1
40,1,ELA,criteria,New,OpenAI o4 Mini,Criteria Only,FALSE,OpenAI o4 Mini: Criteria Only,1,1,1,1,1,1,1,1
326,5,ELA,criteria_examples,New,OpenAI o3,Full,FALSE,OpenAI o3: Full,1,1,0,1,0,0,0,0
428,6,ELA,basic,New,Gemini 2.5 Pro,Empty,FALSE,Gemini 2.5 Pro: Empty,0,1,0,0,1,1,1,1
531,17,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,0,0,0,0,0,0,0,0
74,11,Math,basic,New,OpenAI o4 Mini,Empty,FALSE,OpenAI o4 Mini: Empty,1,1,1,1,1,1,1,1
197,3,ELA,criteria_examples,New,Claude 4.0 Sonnet,Full,FALSE,Claude 4.0 Sonnet: Full,1,1,1,1,1,1,1,1
